"","CASE_CODE_TYPE","CASE_CODE","CASE_CODE_TITLE","Hierarchy_level","Sort_sequence"
"2736","Source",76,"Photographic, athletic, and recreational equipment",2,1366
"2737","Source",760,"Photographic, athletic, and recreational equipment, unspecified",3,1367
"2738","Source",761,"Photographic equipment",3,1368
"2739","Source",7610,"Photographic equipment, unspecified",4,1369
"2740","Source",7611,"Cameras--still and motion picture",4,1370
"2741","Source",7612,"Photographic paper and cloth",4,1371
"2742","Source",7613,"Projectors--still and motion picture",4,1372
"2743","Source",7614,"Screens--still and motion picture ",4,1373
"2744","Source",7615,"Tripods, camera stands",4,1374
"2745","Source",7619,"Photographic equipment, n.e.c.",4,1375
"2746","Source",762,"Writing, drawing, and art supplies",3,1376
"2747","Source",7620,"Writing, drawing, and art supplies, unspecified",4,1377
"2748","Source",7621,"Pens and pencils",4,1378
"2749","Source",7622,"Chalk, crayons, marking devices",4,1379
"2750","Source",7623,"Art supplies and materials, except paint",4,1380
"2751","Source",7624,"Compasses, protractors",4,1381
"2752","Source",7629,"Writing, drawing, and art supplies, n.e.c.",4,1382
"2753","Source",763,"Recreation and athletic equipment",3,1383
"2754","Source",7630,"Recreation and athletic equipment, unspecified",4,1384
"2755","Source",7631,"Balls, pucks",4,1385
"2756","Source",7632,"Baseball bats, hockey sticks, rackets",4,1386
"2757","Source",7633,"Gymnasium and exercise equipment",4,1387
"2758","Source",7634,"Camping equipment",4,1388
"2759","Source",7635,"Playground equipment",4,1389
"2760","Source",7636,"Riding equipment",4,1390
"2761","Source",7637,"Snow sports equipment",4,1391
"2762","Source",7638,"Water sports equipment",4,1392
"2763","Source",7639,"Recreation and athletic equipment, n.e.c.",4,1393
"2764","Source",769,"Photographic, athletic, and recreational equipment, n.e.c.",3,1394
"2765","Source",77,"Protective equipment, except clothing",2,1395
"2766","Source",770,"Protective equipment, except clothing, unspecified",3,1396
"2767","Source",771,"Dust masks",3,1397
"2768","Source",772,"Ear plugs, hearing protectors",3,1398
"2769","Source",773,"Face shields, welding masks",3,1399
"2770","Source",774,"Hard hats",3,1400
"2771","Source",775,"Lifelines, lanyards, safety belts, harnesses",3,1401
"2772","Source",776,"Respirators",3,1402
"2773","Source",777,"Safety glasses or goggles",3,1403
"2774","Source",779,"Protective equipment, except clothing, n.e.c.",3,1404
"2775","Source",78,"Firearms, law enforcement, and other self-defense equipment",2,1405
"2776","Source",780,"Firearms, law enforcement, and other self-defense equipment, unspecified",3,1406
"2777","Source",781,"Firearms",3,1407
"2778","Source",7810,"Firearm, unspecified",4,1408
"2779","Source",7811,"Pistol, handgun, revolver",4,1409
"2780","Source",7812,"Rifle, shotgun",4,1410
"2781","Source",7813,"Explosive devices ",4,1411
"2782","Source",7819,"Firearm, n.e.c.",4,1412
"2783","Source",782,"Ammunition",3,1413
"2784","Source",783,"Other law enforcement and self-defense equipment",3,1414
"2785","Source",7830,"Other law enforcement and self-defense equipment, unspecified",4,1415
"2786","Source",7831,"Batons, nightsticks",4,1416
"2787","Source",7832,"Tasers, stun guns",4,1417
"2788","Source",7833,"Tear gas, mace, pepper spray",4,1418
"2789","Source",7834,"Handcuffs",4,1419
"2790","Source",7839,"Law enforcement and self-defense equipment, n.e.c.",4,1420
"2791","Source",784,"Air-powered guns, paintball guns",3,1421
"2792","Source",789,"Firearms, law enforcement, and other self-defense equipment, n.e.c.",3,1422
"2793","Source",79,"Other tools, instruments, and equipment",2,1423
"2794","Source",790,"Other tools, instruments, and equipment, unspecified",3,1424
"2795","Source",791,"Clocks",3,1425
"2796","Source",792,"Cooking and eating utensils, except knives",3,1426
"2797","Source",793,"Musical instruments",3,1427
"2798","Source",7930,"Musical instrument, unspecified",4,1428
"2799","Source",7931,"Pianos, organs, keyboards",4,1429
"2800","Source",7939,"Musical instruments, n.e.c.",4,1430
"2801","Source",794,"Sewing notions",3,1431
"2802","Source",7940,"Sewing notions, unspecified",4,1432
"2803","Source",7941,"Fabric pins, safety pins",4,1433
"2804","Source",7942,"Sewing needles",4,1434
"2805","Source",7949,"Sewing notions, n.e.c.",4,1435
"2806","Source",795,"Fishing equipment ",3,1436
"2807","Source",7950,"Fishing equipment, unspecified",4,1437
"2808","Source",7951,"Recreational fishing equipment",4,1438
"2809","Source",7952,"Commercial fishing equipment",4,1439
"2810","Source",7959,"Fishing equipment, n.e.c.",4,1440
"2811","Source",799,"Tools, instruments, and equipment, n.e.c.",3,1441
"2812","Source",8,"VEHICLES",1,1442
"2813","Source",80,"Vehicle, unspecified",2,1443
"2814","Source",81,"Aircraft",2,1444
"2815","Source",810,"Aircraft unspecified",3,1445
"2816","Source",811,"Airplanes--powered fixed wing",3,1446
"2817","Source",8110,"Airplane--powered fixed wing, unspecified",4,1447
"2818","Source",8111,"Airplane--jet or turbine engine",4,1448
"2819","Source",8112,"Airplane--propeller-driven or piston engine",4,1449
"2820","Source",8119,"Airplane--powered fixed wing, n.e.c",4,1450
"2821","Source",812,"Aircraft--powered rotary wing",3,1451
"2822","Source",8120,"Aircraft--powered rotary wing, unspecified",4,1452
"2823","Source",8121,"Helicopter",4,1453
"2824","Source",8129,"Aircraft--powered rotary wing, n.e.c",4,1454
"2825","Source",813,"Aircraft--nonpowered",3,1455
"2826","Source",8130,"Aircraft--nonpowered, unspecified",4,1456
"2827","Source",8131,"Glider, hang glider--nonpowered",4,1457
"2828","Source",8132,"Parachute",4,1458
"2829","Source",8139,"Aircraft--nonpowered, n.e.c",4,1459
"2830","Source",819,"Aircraft, n.e.c",3,1460
"2831","Source",82,"Rail vehicles",2,1461
"2832","Source",820,"Rail vehicle, unspecified",3,1462
"2833","Source",821,"Amusement park rail vehicle",3,1463
"2834","Source",822,"Streetcar, trolley, cable car, light rail",3,1464
"2835","Source",823,"Subway, elevated train",3,1465
"2836","Source",824,"Train, locomotive, rail car",3,1466
"2837","Source",8240,"Train, locomotive, rail car, unspecified",4,1467
"2838","Source",8241,"Freight train",4,1468
"2839","Source",8242,"Passenger train, heavy rail",4,1469
"2840","Source",8243,"Locomotive--unattached to rail car(s)",4,1470
"2841","Source",8244,"Rail car(s)--unattached to locomotive",4,1471
"2842","Source",8249,"Train, locomotive, rail car, n.e.c.",4,1472
"2843","Source",825,"Rail-mounted construction, cleaning, maintenance machine",3,1473
"2844","Source",826,"Industrial, mining rail vehicle",3,1474
"2845","Source",829,"Rail vehicle, n.e.c",3,1475
"2846","Source",83,"Water vehicles",2,1476
"2847","Source",830,"Water vehicle, unspecified",3,1477
"2848","Source",831,"Barge",3,1478
"2849","Source",832,"Commercial fishing vessel",3,1479
"2850","Source",833,"Tugboat, towboat",3,1480
"2851","Source",834,"Cargo ship, freighter, passenger liner, ship, excluding sail-powered",3,1481
"2852","Source",835,"Motorboat, motorized yacht",3,1482
"2853","Source",836,"Sailboat",3,1483
"2854","Source",837,"Rowboat, kayak, canoe",3,1484
"2855","Source",838,"Raft, floating dock",3,1485
"2856","Source",839,"Water vehicle, n.e.c",3,1486
"2857","Source",84,"Highway vehicles, motorized",2,1487
"2858","Source",840,"Highway vehicle, motorized, unspecified",3,1488
"2859","Source",841,"Passenger vehicles--automobiles, buses, and passenger vans",3,1489
"2860","Source",8410,"Passenger vehicle, unspecified",4,1490
"2861","Source",8411,"Ambulance, police, and other emergency passenger vehicle",4,1491
"2862","Source",8412,"Taxi",4,1492
"2863","Source",8413,"Automobile",4,1493
"2864","Source",8414,"Bus",4,1494
"2865","Source",8415,"Passenger van",4,1495
"2866","Source",8416,"Motorcycle, moped, dirt bike",4,1496
"2867","Source",8417,"Motor home, RV",4,1497
"2868","Source",8419,"Passenger vehicle, n.e.c",4,1498
"2869","Source",842,"Trucks--motorized freight hauling and utility",3,1499
"2870","Source",8420,"Truck--motorized freight hauling and utility, unspecified",4,1500
"2871","Source",8421,"Semi, tractor-trailer, tanker truck",4,1501
"2872","Source",8422,"Boom truck, bucket or basket hoist truck",4,1502
"2873","Source",8423,"Dump truck",4,1503
"2874","Source",8424,"Garbage, recycling, or refuse truck",4,1504
"2875","Source",8425,"Fire truck, other emergency equipment truck",4,1505
"2876","Source",8426,"Delivery truck or van",4,1506
"2877","Source",8427,"Cement truck, concrete mixer truck",4,1507
"2878","Source",8428,"Tow truck",4,1508
"2879","Source",8429,"Truck--motorized freight hauling and utility, n.e.c",4,1509
"2880","Source",843,"Multi-purpose highway vehicles",3,1510
"2881","Source",8430,"Multi-purpose highway vehicle, unspecified",4,1511
"2882","Source",8431,"Pickup truck",4,1512
"2883","Source",8432,"SUV, sports utility vehicle",4,1513
"2884","Source",8439,"Multi-purpose highway vehicle, n.e.c.",4,1514
"2885","Source",849,"Highway vehicle, motorized, n.e.c.",3,1515
"2886","Source",85,"Animal- and human- powered vehicles",2,1516
"2887","Source",850,"Animal- or human-powered vehicle, unspecified",3,1517
"2888","Source",851,"Bicycle, pedal cycle",3,1518
"2889","Source",852,"Horse-drawn carriage, buggy",3,1519
"2890","Source",853,"Animal-powered wagon",3,1520
"2891","Source",859,"Animal- or human-powered vehicle, n.e.c.",3,1521
"2892","Source",86,"Off-road and industrial vehicles--powered",2,1522
"2893","Source",860,"Off-road or industrial vehicle--powered, unspecified",3,1523
"2894","Source",861,"Off-road passenger vehicles--powered",3,1524
"2895","Source",8610,"Off-road passenger vehicle--powered, unspecified",4,1525
"2896","Source",8611,"ATV, all terrain vehicle",4,1526
"2897","Source",8612,"Golf cart, personnel transport cart",4,1527
"2898","Source",8613,"Racecar",4,1528
"2899","Source",8614,"Snowmobile",4,1529
"2900","Source",8619,"Off-road passenger vehicles--powered, n.e.c",4,1530
"2901","Source",862,"Industrial vehicles, material hauling and transport--powered",3,1531
"2902","Source",8620,"Industrial vehicle, material hauling and transport--powered, unspecified",4,1532
"2903","Source",8621,"Forklift, order picker, platform truck--powered",4,1533
"2904","Source",8622,"Powered industrial carrier",4,1534
"2905","Source",8623,"Pallet jack--powered",4,1535
"2906","Source",8624,"Airport utility vehicle--powered",4,1536
"2907","Source",8629,"Industrial vehicle, material hauling and transport--powered, n.e.c",4,1537
"2908","Source",863,"Tractors, PTOs",3,1538
"2909","Source",8630,"Tractor, unspecified",4,1539
"2910","Source",8631,"Farm tractor",4,1540
"2911","Source",8632,"Construction tractor",4,1541
"2912","Source",8633,"Industrial tractor",4,1542
"2913","Source",8634,"Power take-off (PTO)",4,1543
"2914","Source",8639,"Tractor, n.e.c.",4,1544
"2915","Source",869,"Off-road or industrial vehicle--powered, n.e.c",3,1545
"2916","Source",87,"Plant and industrial vehicles--nonpowered",2,1546
"2917","Source",870,"Plant and industrial vehicle--nonpowered, unspecified",3,1547
"2918","Source",871,"Cart, dolly, hand truck--nonpowered",3,1548
"2919","Source",872,"Pallet jack--nonpowered",3,1549
"2920","Source",873,"Wagon",3,1550
"2921","Source",874,"Wheelbarrow",3,1551
"2922","Source",875,"Shopping cart, grocery carriage--nonpowered ",3,1552
"2923","Source",879,"Plant and industrial vehicle--nonpowered, n.e.c",3,1553
"2924","Source",89,"Other vehicles",2,1554
"2925","Source",890,"Other vehicles, unspecified",3,1555
"2926","Source",891,"Armored personnel carrier",3,1556
"2927","Source",892,"Tank",3,1557
"2928","Source",893,"Humvee",3,1558
"2929","Source",894,"Street sweeping and cleaning machinery",3,1559
"2930","Source",899,"Vehicle, n.e.c",3,1560
"2931","Source",9,"OTHER SOURCES",1,1561
"2932","Source",90,"Other sources, unspecified",2,1562
"2933","Source",91,"Apparel and textiles",2,1563
"2934","Source",910,"Apparel and textiles, unspecified",3,1564
"2935","Source",911,"Clothing and shoes",3,1565
"2936","Source",9110,"Clothing, unspecified",4,1566
"2937","Source",9111,"Belts, gloves, neckties, scarves",4,1567
"2938","Source",9112,"Blouses, shirts, dresses, trousers, skirts",4,1568
"2939","Source",9113,"Hats, caps",4,1569
"2940","Source",9114,"Shoes, boots, slippers, sandals",4,1570
"2941","Source",9115,"Suits, coats, jackets",4,1571
"2942","Source",9119,"Clothing, n.e.c.",4,1572
"2943","Source",912,"Eye glasses, jewelry, and watches",3,1573
"2944","Source",9120,"Eye glasses, jewelry, and watches, unspecified",4,1574
"2945","Source",9121,"Eye glasses, sunglasses",4,1575
"2946","Source",9122,"Jewelry, ID badge lanyards",4,1576
"2947","Source",9123,"Watches",4,1577
"2948","Source",913,"Textiles ",3,1578
"2949","Source",9130,"Textiles, unspecified",4,1579
"2950","Source",9131,"Fabric",4,1580
"2951","Source",9132,"Yarn, thread",4,1581
"2952","Source",9139,"Textiles, n.e.c.",4,1582
"2953","Source",914,"Laundry",3,1583
"2954","Source",915,"Sheets, towels, linens, bedding",3,1584
"2955","Source",919,"Apparel and textiles, n.e.c.",3,1585
"2956","Source",92,"Environmental and elemental conditions",2,1586
"2957","Source",920,"Environmental and elemental conditions, unspecified",3,1587
"2958","Source",921,"Air pressure",3,1588
"2959","Source",9210,"Air pressure, unspecified",4,1589
"2960","Source",9211,"Atmospheric pressure--high or low",4,1590
"2961","Source",9212,"Pressurized air--environmental",4,1591
"2962","Source",9213,"Pressurized air--blast",4,1592
"2963","Source",9219,"Air pressure, n.e.c.",4,1593
"2964","Source",922,"Avalanche, mudslide",3,1594
"2965","Source",923,"Earthquake",3,1595
"2966","Source",924,"Fire, flame, smoke",3,1596
"2967","Source",9240,"Fire, flame, smoke, unspecified",4,1597
"2968","Source",9241,"Fire, flame",4,1598
"2969","Source",9242,"Tobacco smoke",4,1599
"2970","Source",9243,"Smoke, fire gases, n.e.c.",4,1600
"2971","Source",9248,"Multiple fire, flame, smoke",4,1601
"2972","Source",925,"Flooding and other water sources",3,1602
"2973","Source",9250,"Flooding and other water sources, unspecified",4,1603
"2974","Source",9251,"Flooding",4,1604
"2975","Source",9252,"Waves, surges, rough seas",4,1605
"2976","Source",9253,"Water pressure--high or low",4,1606
"2977","Source",9254,"Pressurized water--blast",4,1607
"2978","Source",9259,"Flooding and other water sources, n.e.c.",4,1608
"2979","Source",926,"Temperature extremes--environmental",3,1609
"2980","Source",9260,"Temperature extremes--environmental, unspecified",4,1610
"2981","Source",9261,"Cold--environmental",4,1611
"2982","Source",9262,"Heat--environmental",4,1612
"2983","Source",927,"Weather and atmospheric conditions",3,1613
"2984","Source",9270,"Weather and atmospheric conditions, unspecified",4,1614
"2985","Source",9271,"Fog",4,1615
"2986","Source",9272,"High winds, gusts, turbulence",4,1616
"2987","Source",9273,"Ice, sleet, snow",4,1617
"2988","Source",9274,"Lightning",4,1618
"2989","Source",9275,"Rain",4,1619
"2990","Source",9276,"Smog, poor outdoor air quality",4,1620
"2991","Source",9277,"Tornado, hurricane, typhoon",4,1621
"2992","Source",9278,"Multiple weather and atmospheric conditions",4,1622
"2993","Source",9279,"Weather and atmospheric conditions, n.e.c.",4,1623
"2994","Source",929,"Other environmental and elemental conditions",3,1624
"2995","Source",9291,"Noise",4,1625
"2996","Source",9292,"Sun",4,1626
"2997","Source",9293,"Welders? flash",4,1627
"2998","Source",9294,"Other ultraviolet (UV) light",4,1628
"2999","Source",9295,"Microwaves",4,1629
"3000","Source",9296,"Poor indoor air quality",4,1630
"3001","Source",9297,"Oxygen-deficient environment",4,1631
"3002","Source",9299,"Environmental and elemental conditions, n.e.c.",4,1632
"3003","Source",93,"Paper, books, magazines",2,1633
"3004","Source",930,"Paper, books, magazines, unspecified",3,1634
